source,destination,protocol,chunkSize,tCount,fileSize,retransmits,connectTime,requestTime,receiveTime
192.168.0.1,www.youtube.com,HTTP/1.0,67,287,48613,15,0.000491,0.000060,0.000746
192.168.0.1,www.youtube.com,HTTP/1.1,67,289,48820,15,0.000521,0.000059,0.000967
192.168.0.1,www.youtube.com,HTTP/1.0,68,284,48633,16,0.000536,0.000050,0.000769
192.168.0.1,www.youtube.com,HTTP/1.1,68,287,48888,14,0.000524,0.000289,0.000650
192.168.0.1,www.youtube.com,HTTP/1.0,69,284,48649,17,0.000509,0.000079,0.000702
192.168.0.1,www.youtube.com,HTTP/1.1,69,285,48860,13,0.000480,0.000058,0.000793
192.168.0.1,www.youtube.com,HTTP/1.0,70,287,48604,14,0.000454,0.000042,0.000735
192.168.0.1,www.youtube.com,HTTP/1.1,70,290,48836,13,0.000492,0.000098,0.000649
192.168.0.1,www.youtube.com,HTTP/1.0,71,289,48659,14,0.000505,0.000056,0.000676
192.168.0.1,www.youtube.com,HTTP/1.1,71,288,48846,14,0.000496,0.000049,0.000803
192.168.0.1,www.youtube.com,HTTP/1.0,72,292,48657,13,0.000479,0.000061,0.000746
192.168.0.1,www.youtube.com,HTTP/1.1,72,293,48802,15,0.000503,0.000057,0.000734
192.168.0.1,www.youtube.com,HTTP/1.0,73,285,48605,14,0.000460,0.000072,0.000945
192.168.0.1,www.youtube.com,HTTP/1.1,73,286,48831,15,0.000899,0.000050,0.000613
192.168.0.1,www.youtube.com,HTTP/1.0,74,288,48591,13,0.000477,0.000064,0.000671
192.168.0.1,www.youtube.com,HTTP/1.1,74,290,48834,14,0.000505,0.000061,0.000842
192.168.0.1,www.youtube.com,HTTP/1.0,75,287,48593,13,0.000506,0.000058,0.000760
192.168.0.1,www.youtube.com,HTTP/1.1,75,294,48842,14,0.000512,0.000053,0.000710
192.168.0.1,www.youtube.com,HTTP/1.0,76,285,48642,16,0.000470,0.000041,0.000948
192.168.0.1,www.youtube.com,HTTP/1.1,76,290,48855,14,0.000494,0.000047,0.000620
192.168.0.1,www.youtube.com,HTTP/1.0,77,284,48634,14,0.000496,0.000058,0.000726
192.168.0.1,www.youtube.com,HTTP/1.1,77,290,48838,15,0.000469,0.000052,0.000812
192.168.0.1,www.youtube.com,HTTP/1.0,78,293,48611,14,0.000546,0.000060,0.000779
192.168.0.1,www.youtube.com,HTTP/1.1,78,291,48832,13,0.000515,0.000049,0.000739
192.168.0.1,www.youtube.com,HTTP/1.0,79,287,48579,11,0.000470,0.000039,0.000512
192.168.0.1,www.youtube.com,HTTP/1.1,79,289,48899,10,0.000491,0.000048,0.000658
192.168.0.1,www.youtube.com,HTTP/1.0,80,286,48625,13,0.000503,0.000046,0.000854
192.168.0.1,www.youtube.com,HTTP/1.1,80,294,48849,17,0.000556,0.000092,0.000829
192.168.0.1,www.youtube.com,HTTP/1.0,81,286,48641,13,0.000493,0.000324,0.001038
192.168.0.1,www.youtube.com,HTTP/1.1,81,291,48847,16,0.000515,0.000045,0.000943
192.168.0.1,www.youtube.com,HTTP/1.0,82,291,48571,14,0.000496,0.000040,0.000827
192.168.0.1,www.youtube.com,HTTP/1.1,82,294,48815,14,0.000497,0.000055,0.000791
192.168.0.1,www.youtube.com,HTTP/1.0,83,288,48596,14,0.000454,0.000040,0.000669
192.168.0.1,www.youtube.com,HTTP/1.1,83,290,48837,11,0.000492,0.000048,0.001029
192.168.0.1,www.youtube.com,HTTP/1.0,84,289,48654,10,0.000503,0.000055,0.000765
192.168.0.1,www.youtube.com,HTTP/1.1,84,291,48817,15,0.000495,0.000042,0.000641
192.168.0.1,www.youtube.com,HTTP/1.0,85,285,48623,17,0.000508,0.000050,0.000893
192.168.0.1,www.youtube.com,HTTP/1.1,85,291,48848,12,0.000471,0.000048,0.000742
192.168.0.1,www.youtube.com,HTTP/1.0,86,286,48618,18,0.000509,0.000056,0.001301
192.168.0.1,www.youtube.com,HTTP/1.1,86,290,48843,16,0.000516,0.000041,0.000592
192.168.0.1,www.youtube.com,HTTP/1.0,87,289,48586,14,0.000868,0.000056,0.001149
192.168.0.1,www.youtube.com,HTTP/1.1,87,292,48823,14,0.000504,0.000061,0.000633
192.168.0.1,www.youtube.com,HTTP/1.0,88,289,48607,11,0.000479,0.000052,0.000694
192.168.0.1,www.youtube.com,HTTP/1.1,88,291,48780,15,0.000562,0.000070,0.000825
192.168.0.1,www.youtube.com,HTTP/1.0,89,291,48634,15,0.000524,0.000054,0.000849
192.168.0.1,www.youtube.com,HTTP/1.1,89,291,48845,14,0.000488,0.000042,0.000709
192.168.0.1,www.youtube.com,HTTP/1.0,90,289,48685,13,0.000521,0.000072,0.000674
192.168.0.1,www.youtube.com,HTTP/1.1,90,293,48833,14,0.000492,0.000049,0.000743
192.168.0.1,www.youtube.com,HTTP/1.0,91,290,48595,12,0.000579,0.000066,0.000573
192.168.0.1,www.youtube.com,HTTP/1.1,91,291,48825,22,0.000555,0.000047,0.000565
192.168.0.1,www.youtube.com,HTTP/1.0,92,287,48580,10,0.000497,0.000057,0.006197
192.168.0.1,www.youtube.com,HTTP/1.1,92,290,48848,15,0.000521,0.000051,0.000557
192.168.0.1,www.youtube.com,HTTP/1.0,93,288,48581,12,0.000512,0.000056,0.000690
192.168.0.1,www.youtube.com,HTTP/1.1,93,292,48882,13,0.000479,0.000032,0.000898
192.168.0.1,www.youtube.com,HTTP/1.0,94,290,48638,17,0.000731,0.000062,0.001055
192.168.0.1,www.youtube.com,HTTP/1.1,94,293,48831,12,0.000489,0.000049,0.000530
192.168.0.1,www.youtube.com,HTTP/1.0,95,291,48628,13,0.000508,0.000064,0.000556
192.168.0.1,www.youtube.com,HTTP/1.1,95,297,48853,18,0.000516,0.000050,0.000754
192.168.0.1,www.youtube.com,HTTP/1.0,96,289,48608,13,0.000485,0.000053,0.000844
192.168.0.1,www.youtube.com,HTTP/1.1,96,292,48912,15,0.000517,0.000049,0.001048
192.168.0.1,www.youtube.com,HTTP/1.0,97,291,48605,12,0.000603,0.000052,0.000684
192.168.0.1,www.youtube.com,HTTP/1.1,97,291,48869,19,0.000498,0.000057,0.001018
192.168.0.1,www.youtube.com,HTTP/1.0,98,286,48607,13,0.000510,0.000056,0.000887
192.168.0.1,www.youtube.com,HTTP/1.1,98,292,48865,19,0.000770,0.000057,0.000800
192.168.0.1,www.youtube.com,HTTP/1.0,99,287,48572,8,0.000491,0.000055,0.000466
192.168.0.1,www.youtube.com,HTTP/1.1,99,290,48867,22,0.000487,0.000047,0.000629
192.168.0.1,www.youtube.com,HTTP/1.0,100,292,48566,10,0.000516,0.000068,0.000899
192.168.0.1,www.youtube.com,HTTP/1.1,100,296,48854,15,0.000473,0.000049,0.000606
192.168.0.1,www.youtube.com,HTTP/1.0,101,287,48605,14,0.000486,0.000048,0.000848
192.168.0.1,www.youtube.com,HTTP/1.1,101,294,48854,15,0.000596,0.000046,0.000541
192.168.0.1,www.youtube.com,HTTP/1.0,102,288,48639,13,0.000481,0.000047,0.000846
192.168.0.1,www.youtube.com,HTTP/1.1,102,293,48854,12,0.000526,0.000057,0.000689
192.168.0.1,www.youtube.com,HTTP/1.0,103,287,48643,18,0.000477,0.000047,0.000782
192.168.0.1,www.youtube.com,HTTP/1.1,103,296,48789,14,0.000501,0.000053,0.000511
192.168.0.1,www.youtube.com,HTTP/1.0,104,289,48600,12,0.000478,0.000098,0.000723
192.168.0.1,www.youtube.com,HTTP/1.1,104,294,48894,15,0.000566,0.000049,0.000485
192.168.0.1,www.youtube.com,HTTP/1.0,105,291,48623,14,0.000476,0.000042,0.000636
192.168.0.1,www.youtube.com,HTTP/1.1,105,290,48881,17,0.000495,0.000040,0.000688
192.168.0.1,www.youtube.com,HTTP/1.0,106,292,48628,14,0.000496,0.000048,0.000821
192.168.0.1,www.youtube.com,HTTP/1.1,106,294,48835,14,0.000568,0.000070,0.000602
192.168.0.1,www.youtube.com,HTTP/1.0,107,291,48619,12,0.000540,0.000048,0.000545
192.168.0.1,www.youtube.com,HTTP/1.1,107,294,48858,11,0.000499,0.000062,0.000684
192.168.0.1,www.youtube.com,HTTP/1.0,108,292,48620,13,0.000487,0.000059,0.000842
192.168.0.1,www.youtube.com,HTTP/1.1,108,292,48889,19,0.000496,0.000042,0.000804
192.168.0.1,www.youtube.com,HTTP/1.0,109,291,48601,11,0.000497,0.000060,0.000534
192.168.0.1,www.youtube.com,HTTP/1.1,109,293,48862,14,0.000526,0.000057,0.000773
192.168.0.1,www.youtube.com,HTTP/1.0,110,289,48646,2,0.000505,0.000049,0.000652
192.168.0.1,www.youtube.com,HTTP/1.1,110,293,48826,2,0.000698,0.000077,0.000518
192.168.0.1,www.youtube.com,HTTP/1.0,111,287,48622,16,0.000486,0.000046,0.000672
192.168.0.1,www.youtube.com,HTTP/1.1,111,296,48828,14,0.000521,0.000060,0.000698
192.168.0.1,www.youtube.com,HTTP/1.0,112,291,48626,15,0.000468,0.000040,0.000586
192.168.0.1,www.youtube.com,HTTP/1.1,112,292,48808,16,0.000488,0.000048,0.000463
192.168.0.1,www.youtube.com,HTTP/1.0,113,288,48616,12,0.000502,0.000059,0.000650
192.168.0.1,www.youtube.com,HTTP/1.1,113,294,48861,17,0.000561,0.000041,0.000444
192.168.0.1,www.youtube.com,HTTP/1.0,114,290,48604,13,0.000505,0.000062,0.000775
192.168.0.1,www.youtube.com,HTTP/1.1,114,288,48830,16,0.000523,0.000053,0.000925
192.168.0.1,www.youtube.com,HTTP/1.0,115,290,48660,14,0.000574,0.000043,0.000519
192.168.0.1,www.youtube.com,HTTP/1.1,115,296,48885,16,0.000497,0.000052,0.000679
192.168.0.1,www.youtube.com,HTTP/1.0,116,293,48528,14,0.000491,0.000046,0.000525
192.168.0.1,www.youtube.com,HTTP/1.1,116,297,48892,13,0.000511,0.000040,0.000566
192.168.0.1,www.youtube.com,HTTP/1.0,117,291,48646,17,0.000493,0.000052,0.000463
192.168.0.1,www.youtube.com,HTTP/1.1,117,293,48849,13,0.000528,0.000051,0.000705
192.168.0.1,www.youtube.com,HTTP/1.0,118,290,48590,14,0.000519,0.000073,0.000518
192.168.0.1,www.youtube.com,HTTP/1.1,118,297,48823,14,0.000509,0.000210,0.000902
192.168.0.1,www.youtube.com,HTTP/1.0,119,292,48603,14,0.000496,0.000050,0.000523
192.168.0.1,www.youtube.com,HTTP/1.1,119,298,48852,16,0.000486,0.000056,0.000608
192.168.0.1,www.youtube.com,HTTP/1.0,120,290,48624,15,0.000480,0.000059,0.000557
192.168.0.1,www.youtube.com,HTTP/1.1,120,295,48821,13,0.000524,0.000053,0.000479
